STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,U,Unemployed,2016,,0.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,U,Unemployed,2018,,1.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,U,Unemployed,2021,,1.42,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Employees,2011,,30.22,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Employees,2019,,38.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2013,,94.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,75.78,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PD,Persons with disability,1,Employees,2015,,10.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2011,,2.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2019,,1.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2011,,0.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,E,Employed,2019,,2589,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,U,Unemployed,2013,,0.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,R,Rural,_T,No breakdown by disability,E,Employed,2015,,592,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,R,Rural,_T,No breakdown by disability,E,Employed,2019,,603,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2011,,10.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2019,,5.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Own-account workers,2016,,4.83,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Own-account workers,2018,,4.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Own-account workers,2021,,14.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,3,Own-account workers,2019,,30.32,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,1,Employees,2015,,6.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,U,Unemployed,2015,,0.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,E,Employed,2016,,24.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,E,Employed,2018,,22.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,E,Employed,2021,,37.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,U,Unemployed,2019,,1.83,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,R,Rural,PD,Persons with disability,O,Outside Labour Force,2015,,66.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,R,Rural,PD,Persons with disability,O,Outside Labour Force,2019,,86.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,2,Employers,2011,,0.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,E,Employed,2013,,26.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2013,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2011,,77.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2019,,74.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,E,Employed,2012,,22.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,3,Own-account workers,2019,,31.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,R,Rural,PWD,Persons without disability,U,Unemployed,2019,,49,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2015,,1461,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2019,,253,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2012,,0.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2019,,55.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,PWD,Persons without disability,O,Outside Labour Force,2019,,45.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2016,,0.55,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2018,,12.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2015,,75.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,R,Rural,PWD,Persons without disability,2,Employers,2017,,1.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,U,Urban,PWD,Persons without disability,5,Contributing family workers,2019,,1.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,1,Employees,2013,,54.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,1,Employees,2012,,15.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2012,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,_T,National,PWD,Persons without disability,U,Unemployed,2017,,6.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,2,Employers,2019,,1.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,U,Unemployed,2019,,1090,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,U,Unemployed,2019,,1872,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,U,Urban,PD,Persons with disability,O,Outside Labour Force,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2015,,733,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2017,,49.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,U,Unemployed,2019,,143,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,E,Employed,2015,,73.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,_T,All labour and employment statuses,2015,,64,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2013,,4.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,_T,National,PD,Persons with disability,3,Own-account workers,2015,,13.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Employees,2012,,6487,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,3,Own-account workers,2016,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,5,Contributing family workers,2016,,743,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,5,Contributing family workers,2018,,217,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,5,Contributing family workers,2021,,259,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2011,,1583,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2019,,1121,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PWD,Persons without disability,2,Employers,2016,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PWD,Persons without disability,2,Employers,2018,,89,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,1,Employees,2015,,15674,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,1,Employees,2019,,16559,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,2,Employers,2015,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,1,Employees,2019,,39622,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PWD,Persons without disability,3,Own-account workers,2015,,1501,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,_T,National,PWD,Persons without disability,3,Own-account workers,2019,,468,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,3,Own-account workers,2015,,924,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,3,Own-account workers,2019,,587,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,6,Workers not classifiable by status,2019,,245,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Employees,2015,,232,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Employees,2019,,258,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,PWD,Persons without disability,3,Own-account workers,2016,,418,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,PWD,Persons without disability,3,Own-account workers,2018,,100,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,PWD,Persons without disability,3,Own-account workers,2021,,165,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,1,Employees,2015,,345,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,1,Employees,2017,,307,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,U,Unemployed,2015,,86,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2011,,284,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,743,,N,units,,,,,,,,,,
