STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,PWD,Persons without disability,3,Own-account workers,2021,,59,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,5,Contributing family workers,2015,,8,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,5,Contributing family workers,2016,,1266,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,5,Contributing family workers,2018,,436,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,5,Contributing family workers,2021,,478,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2013,,10415,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,3,Own-account workers,2015,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,PD,Persons with disability,1,Employees,2019,,175,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2011,,110,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2019,,76,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2013,,1430,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,R,Rural,PWD,Persons without disability,5,Contributing family workers,2019,,189,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2015,,596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,PD,Persons with disability,6,Workers not classifiable by status,2019,,51,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,1,Employees,2019,,575,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Own-account workers,2015,,39,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,U,Unemployed,2015,,10,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2013,,989,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,1,Employees,2013,,1108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,PWD,Persons without disability,2,Employers,2016,,130,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,PWD,Persons without disability,2,Employers,2018,,223,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,PWD,Persons without disability,2,Employers,2021,,95,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2013,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2015,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,6,Workers not classifiable by status,2012,,110,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2013,,316,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,292,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,6,Workers not classifiable by status,2019,,2.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2016,,0.83,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2018,,12.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2021,,0.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,E,Employed,2019,,13.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,PWD,Persons without disability,U,Unemployed,2019,,4.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,U,Unemployed,2015,,20.51,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,U,Unemployed,2019,,2.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,1,Employees,2015,,11.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,1,Employees,2019,,13.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2019,,22.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,R,Rural,PWD,Persons without disability,1,Employees,2019,,9.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,PD,Persons with disability,1,Employees,2016,,26.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,PD,Persons with disability,1,Employees,2021,,24.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,U,Urban,PD,Persons with disability,E,Employed,2016,,14.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,U,Urban,PD,Persons with disability,E,Employed,2021,,13.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2016,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2018,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2021,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Employees,2012,,22.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,E,Employed,2011,,9.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,E,Employed,2019,,16.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,3,Own-account workers,2015,,20.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,34344,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,37910,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,R,Rural,_T,No breakdown by disability,3,Own-account workers,2011,,25.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,45.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2019,,81.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,U,Urban,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TK,Tokelau,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,E,Employed,2015,,98.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2013,,41.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,31.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,E,Employed,2019,,74.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,R,Rural,_T,No breakdown by disability,1,Employees,2015,,41.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2015,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,E,Employed,2017,,53,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,6,Workers not classifiable by status,2015,,1.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,2,Employers,2015,,0.3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,2,Employers,2019,,0.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2017,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NR,Nauru,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2011,,22.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NR,Nauru,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2012,,10.75,,PERCENT,percent,,,,,,,,,,
